scheme_code,scheme_name,category,status
125604,IDFC FTP S-50 (729 Days)_Regular Plan_Growth,Other,ok
125616,IDFC FTP S -51(597 Days)_Regular Plan_Growth,Other,ok
125621,Invesco India Fixed Maturity Plan - Series XXI - Plan E (370 Days) - Regular Plan - Growth Option,Other,ok
125645,DSP FMP - Series 129 - 12M (Maturity Date 29-Dec-2016) - Regular Plan - Growth,Other,ok
125654,Sundaram Hybrid Fund Series D Regular Plan Growth,Other,ok
125660,SBI DEBT FUND SERIES - 366 DAYS - 47 - REGULAR PLAN - GROWTH,Other,skip
125662,ICICI Prudential Fixed Maturity Plan-Series 71-367 Days Plan G - Regular Plan - Cumulative,Other,skip
125665,Reliance Fixed Horizon Fund - XXV - Series 7 - Growth Option,Other,skip
125675,Baroda Pioneer Fixed Maturity Plan Series H -Plan A- Growth,Other,skip
125681,HSBC Fixed Term Series 100 - Growth Option,Other,skip
125684,ICICI Prudential Fixed Maturity Plan-Series 71-505 Days Plan H - Cumulative,Other,skip
125689,DWS FIXED MATURITY PLAN - SERIES 43 - REGULAR PLAN -GROWTH,Other,skip
125701,Birla Sun Life Fixed Term Plan - Series JD (91 days) - Regular Plan-Growth,Other,skip
125707,HDFC FMP 371D December 2013 (1) - Regular Option-Flexi Option,Other,skip
125709,HDFC FMP 371D December 2013 (1) - Regular Option-Growth Option,Other,ok
125713,Shriram Aggressive Hybrid Fund- Regular Growth,Aggressive Hybrid,ok
125715,Reliance Dual Advantage Fixed Tenure Fund IV - Plan E - Growth Option,Other,ok
125722,SBI DEBT FUND SERIES - 36 MONTHS - 7 - REGULAR PLAN - GROWTH,Other,skip
125723,IDFC FTP S52(728 Days)_Regular Plan_Growth,Other,ok
125736,SBI DEBT FUND SERIES - 17 MONTHS - 1 - REGULAR PLAN - GROWTH,Other,skip
125740,HDFC FMP 540D December 2013 (1) - Regular Option-Flexi Option,Other,ok
125741,HDFC FMP 540D December 2013 (1) - Regular Option-Growth Option,Other,ok
125755,UTI FTIF Series XVII - II (369 DAYS) - Growth Option,Other,skip
125768,Religare Invesco Fixed Maturity Plan - Series 22 - Plan A (368 Days) - Regular Plan - Growth Option,Other,skip
125771,Sundaram Fixed Term Plan ES Regular Plan Growth,Other,ok
125775,Sundaram Select Micro Cap Series I - Regular Plan - Growth Option,Other,ok
125779,Reliance Fixed Horizon Fund - XXV - Series 8 - Growth Option,Other,skip
125788,Birla Sun Life Fixed Term Plan - Series JE (368 days) - Regular Plan-Growth,Other,skip
125792,SBI DEBT FUND SERIES - 90 DAYS - 81 - REGULAR PLAN - GROWTH,Other,skip
125796,SBI DEBT FUND SERIES - 366 DAYS - 48 - REGULAR PLAN - GROWTH,Other,skip
125798,SBI FIXED INTERVAL DEBT SERIES - 30 DAYS  1 - REGULAR PLAN - GROWTH,Other,skip
125802,L&T FMP - Series IX-Plan H- Growth - Regular Plan,Other,ok
125811,L&T FMP - Series IX-Plan J- Regular Plan - Growth,Other,ok
125818,ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months plan - Cumulative,Other,skip
125821,Axis Fixed Term Plan - Series 44 (91 days) - Regular Plan - Growth,Other,skip
125831,Kotak FMP Series 128 (371 Days) - Growth,Other,ok
125835,Tata FMP Series 46 Scheme C- Plan A -Growth Option,Other,ok
125842,Tata FMP Series 46 Scheme D- Plan A -Growth Option,Other,ok
125843,Tata FMP Series 46 Scheme E- Plan A -Growth Option,Other,ok
125847,Reliance Fixed Horizon Fund - XXV - Series 9 - Growth Option,Other,skip
125851,Kotak FMP Series 129 (371 Days) - Growth,Other,ok
125860,DSP BlackRock FMP - Series 130 - 12M - Regular Plan - Growth,Other,skip
125867,ICICI Prudential Fixed Maturity Plan-Series 71-1095 Days Plan O - Cumulative,Other,skip
125869,HDFC FMP 371D December 2013 (2)-Regular Option-Growth Option,Other,ok
125872,HDFC FMP 371D December 2013 (2)-Regular Option-Flexi Option,Other,ok
125883,Reliance Fixed Horizon Fund - XXV - Series 10 - Growth Option,Other,skip
125887,Reliance Close Ended Equity Fund - Series B - Growth Option,Other,ok
125899,ICICI Prudential Fixed Maturity Plan-Series 71-368 Days Plan K - Regular Plan - Cumulative,Other,skip
125901,IDFC FTP S-54(732 Days)_Regular Plan_Growth,Other,ok
125924,LIC MF FIXED MATURITY PLAN SERIES 72(MATURITY DATE 13/12/2016) - REGULAR PLAN - GROWTH,Other,ok
125928,LIC NOMURA MF FIXED MATURITY PLAN SERIES 73 - REGULAR PLAN - GROWTH,Other,skip
125933,Reliance Fixed Horizon Fund - XXV - Series 11 - Growth Option,Other,ok
125947,Birla Sun Life Fixed Term Plan - Series JG (368 days) - Regular Plan-Growth,Other,skip
125954,Reliance Fixed Horizon Fund - XXV - Series 12 - Growth Option,Other,ok
125967,SBI DEBT FUND SERIES - 90 DAYS - 82 - REGULAR PLAN - GROWTH,Other,skip
125971,ICICI Prudential Fixed Maturity Plan-Series 71-480 Days Plan L - Cumulative,Other,skip
125973,ICICI Prudential Fixed Maturity Plan-Series 71-371 Days Plan M - Regular Plan - Cumulative,Other,skip
125982,HDFC FMP 531D December 2013 (1)-Regular Option-Growth Option,Other,ok
125988,HDFC FMP 531D December 2013 (1)-Regular Option-Flexi Option,Other,skip
125992,HDFC FMP 369D December 2013 (1)-Regular Option-Flexi Option,Other,skip
125993,HDFC FMP 369D December 2013 (1)-Regular Option-Growth Option,Other,ok
126017,Aditya Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Regular Plan-Growth,Other,ok
126020,IDBI FMP Series III 494 Days (December 2013)- O Growth Regular,Other,ok
126042,IDFC FTP S 57(594 Days)_Regular Plan_Growth,Other,ok
126053,Kotak FMP Series 131 (1061 Days) - Growth,Other,ok
126068,Aditya Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Growth,Other,ok
126073,PRINCIPAL PNB FIXED MATURITY PLAN SERIES B10 - REGULAR PLAN - GROWTH,Other,ok
126086,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Cumulative,Other,skip
126090,Baroda Pioneer Fixed Maturity Plan Series J - Plan A - Growth,Other,ok
126095,SBI DEBT FUND SERIES - 366 DAYS - 49 - REGULAR PLAN - GROWTH,Other,skip
126097,UTI FTIF Series XVII - III (366 DAYS) - Growth Option,Other,skip
126102,UTI FTIF Series XVII - III (366 DAYS) - Maturity Div Option,Other,skip
126112,Aditya Birla Sun Life Fixed Term Plan - Series JK (1099 days) - Regular Plan-Growth,Other,ok
126116,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Cumulative,Other,skip
126127,ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan A - Cumulative,Other,skip
126132,Birla Sun Life Fixed Term Plan - Series JL (368 days) - Regular Plan-Growth,Other,skip
126144,HDFC FMP 504D December 2013 (1)-Regular Option-Flexi Option,Other,ok
126145,HDFC FMP 504D December 2013 (1)-Regular Option-Growth Option,Other,ok
126152,HDFC FMP 372D December 2013 (1)-Regular Option-Flexi Option,Other,skip
126153,HDFC FMP 372D December 2013 (1)-Regular Option-Growth Option,Other,ok
126169,ICICI Prudential Fixed Maturity Plan-Series 72-525 Days Plan B - Cumulative,Other,skip
126171,IDFC FTP S-59(728 Days)_Regular Plan_Growth,Other,ok
126181,IDFC FTP S-60(643 Days)_Regular Plan_Growth,Other,ok
126192,L&T FMP Series X - Plan A (368 days) - Regular Plan - Growth Option,Other,skip
126198,L&T FMP Series X - Plan B (1119 days) - Regular Plan - Growth Option,Other,ok
126200,Axis Fixed Term Plan - Series 47 - Regular Plan - Growth,Other,ok
126207,SBI DEBT FUND SERIES - 16 MONTHS - 1 - REGULAR PLAN - GROWTH,Other,skip
126211,SBI DEBT FUND SERIES - 16 MONTHS - 2 - REGULAR PLAN - GROWTH,Other,skip
126224,Birla Sun Life Fixed Term Plan - Series JN (368 days) - Regular Plan-Growth,Other,skip
126225,Aditya Birla Sun Life Fixed Term Plan - Series JP (1175 days) - Regular Plan-Growth,Other,ok
126232,ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Cumulative,Other,skip
126244,HDFC FMP 372D December 2013 (2) - Regular Option-Flexi Option,Other,ok
126245,HDFC FMP 372D December 2013 (2) - Regular Option-Growth Option,Other,ok
126248,Axis Fixed Term Plan - Series 48 (30 Days) - Regular Plan - Growth,Other,ok
126254,Reliance Fixed Horizon Fund - XXV - Series 13 - Growth Option,Other,ok
126260,Tata FMP Series 45 Scheme D- Plan A -Growth Option,Other,ok
126266,Tata FMP Series 46 Scheme H- Plan A -Growth Option,Other,ok
126270,Tata FMP Series 46 Scheme I- Plan A -Growth Option,Other,ok
126280,Kotak FMP Series 132 (546 Days) - Growth,Other,ok
126294,IDFC FTP S-62(636 Days)_Regular Plan_Growth,Other,ok
126304,UTI FTIF Series XVII - V (366 DAYS) - Growth Option,Other,skip
126310,UTI FTIF Series XVII - V (366 DAYS) - Maturity Div Option,Other,skip
126312,UTI FTIF Series XVII - V (366 DAYS) - Flexi Div Option,Other,skip
126319,UTI FTIF Series XVII - IV (531 DAYS) - Growth Option,Other,ok
126325,ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan C - Cumulative,Other,skip
126334,ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan D - Cumulative,Other,skip
126348,Union Capital Protection Oriented Fund - Series 5 - Regular Plan - Growth Option,Other,ok
126351,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option,FOF - Domestic,ok
126354,Axis Hybrid Fund Series 8 (1279 days) - Regular Plan - Growth,Other,ok
126358,Birla Sun Life Fixed Term Plan-Series JO (367 days)-Regular Plan-Growth,Other,skip
126367,Aditya Birla Sun Life Fixed Term Plan-Series JQ (1099 days)-Regular Plan-Growth,Other,ok
126371,Reliance Fixed Horizon Fund - XXV - Series 14-Growth Option,Other,ok
126374,DSP BlackRock FTP - Series 36 - 15M  - (Maturity Date 27 April 2017)- Regular Plan - Growth Option,Other,ok
126379,SBI Tax Advantage Fund - Series III - Regular Plan - Growth,Other,ok
126381,LIC MF Capital Protection Oriented Fund-Series 2-Regular Plan-Growth,Other,ok
126394,DSP Dynamic Asset Allocation Fund - Regular Plan - Growth,Balanced Advantage,ok
126397,ICICI Prudential Fixed Maturity Plan-Series 72-500 Days Plan E - Cumulative,Other,skip
126404,HDFC FMP 371D January 2014 (1) - Regular Option-Flexi Option,Other,skip
126405,HDFC FMP 371D January 2014 (1) - Regular Option-Growth Option,Other,ok
126410,Sundaram Select Micro Cap Series II - Regular Plan - Growth Option,Other,ok
126413,Sundaram Fixed Term Plan EU Regular Plan Growth,Other,ok
126429,IDFC FTP -S 64(447 Days) -Regular Plan_Growth,Other,ok
126438,HDFC CPO - II - 36M January 2014 - Regular Option - Growth Option,Other,ok
126450,Aditya Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Regular Plan-Growth,Other,ok
126459,DWS Inflation Indexed Bond Fund - Regular Plan - Growth,Other,ok
126463,SBI Dual Advantage Fund Series - I - Regular Plan - Growth,Other,skip
126468,IDBI FMP - Series IV - 518 Days (January 2014) - B Growth Regular,Other,ok
126476,ICICI Prudential Fixed Maturity Plan-Series 72-1092 Days Plan F - Cumulative,Other,skip
126480,Nippon India Fixed Horizon Fund - XXV - Series 15 - Growth Option,Other,ok
126484,Reliance Fixed Horizon Fund - XXV - Series 16 - Growth Option,Other,ok
126490,HDFC FMP 491D January 2014 (1) - Regular Option-Flexi Option,Other,skip
126491,HDFC FMP 491D January 2014 (1) - Regular Option-Growth Option,Other,ok
126495,Kotak Hybrid Fixed Term Plan Series 2 - Regular Plan - Growth,Other,ok
126499,ICICI Prudential Fixed Maturity Plan-Series 72-823 Days Plan H - Cumulative,Other,skip
126507,HDFC FMP 369D January 2014 (1) - Regular Option-Flexi Option,Other,ok
126508,HDFC FMP 369D January 2014 (1) - Regular Option-Growth Option,Other,ok
126513,SBI DEBT FUND SERIES - 366 DAYS - 50 - REGULAR PLAN - GROWTH,Other,skip
126533,IDFC FTP-65(728 Days)_Regular Plan_Growth,Other,ok
126552,IDFC FTP - S 66(1170 Days)_Regular Plan_Growth,Other,ok
126562,ICICI Prudential Fixed Maturity Plan-Series 72-370 Days Plan G - Cumulative,Other,skip
126566,ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Cumulative,Other,skip
126571,L&T FMP Series X - Plan D (367 days) - Regular Plan - Growth Option,Other,skip
126575,L&T FMP Series X - Plan E (1000 days) - Regular Plan - Growth Option,Other,ok
126580,SBI DEBT FUND SERIES A - 1 REGULAR PLAN - GROWTH,Other,skip
126592,ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan I - Regular Plan - Cumulative,Other,skip
126597,HSBC Fixed Term Series 101 - Growth Option,Other,skip
126601,Aditya Birla Sun Life Fixed Term Plan - Corporate Bond Series A (1170 days) - Regular Plan-Growth,Corporate Bond,ok
126602,HDFC FMP 372D January 2014 (1)-Regular Option-Growth Option,Other,ok
126605,HDFC FMP 372D January 2014 (1)-Regular Option-Flexi Option,Other,skip
126610,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 18 - Regular Plan-Growth,Other,ok
126616,Birla Sun Life Fixed Term Plan-Series JS (368 days) - Regular Plan-Growth,Other,skip
126618,JPMorgan Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,Other,ok
126625,HDFC FMP 478D January 2014 (1) - Regular Option-Flexi Option,Other,ok
126626,HDFC FMP 478D January 2014 (1) - Regular Option-Growth Option,Other,ok
126628,UTI FTIF Series XVII -VI (366 DAYS)- Growth Option,Other,skip
126632,UTI FTIF Series XVII -VI (366 DAYS)- Maturity Div Option,Other,skip
126638,Aditya Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan-Growth,Other,ok
126642,ICICI Prudential Fixed Maturity Plan-Series 72-483 Days Plan J - Cumulative,Other,skip
126645,UTI FTIF Series XVII -VII (465 DAYS)- Growth Option,Other,ok
126648,UTI FTIF Series XVII -VII (465 DAYS)- Maturity Div Option,Other,ok
126649,UTI FTIF Series XVII -VII (465 DAYS)- Flexi Div Option,Other,ok
126655,UTI FTIF Series XVII -VIII (1096 DAYS)-Growth Option,Other,ok
126660,UTI FTIF Series XVII -VIII (1096 DAYS)-Maturity Div Option,Other,ok
126661,UTI FTIF Series XVII -VIII (1096 DAYS)-Flexi Div Option,Other,ok
126665,Kotak FMP Series 133 (524 Days) - Growth,Other,ok
126674,Birla Sun Life Fixed Term Plan - Series JT (367 days) - Regular Plan-Growth,Other,skip
126675,ICICI Prudential Equity Savings Fund - Series 1 - Cumulative,Equity Savings,skip
126684,DSP BlackRock FMP - Series 144 - 12M (Maturity Date 20-Feb-2017) - Regular Plan - Growth,Other,ok
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,Corporate Bond,ok
126691,Invesco India Fixed Maturity Plan - Series 22 - Plan F (15 Months) - Regular Plan - Growth,Other,ok
126694,IDFC Interval Fund - Series 4(90 Days)_Regular Plan_Growth,Other,skip
126697,Tata FMP Series 46 Scheme K- Plan A -Growth Option,Other,ok
126701,Reliance Fixed Horizon Fund - XXV - Series 17 - Growth Option,Other,ok
126709,HDFC FMP 370D January 2014 (1)- Regular Option-Growth Option,Other,ok
126712,HDFC FMP 370D January 2014 (1)- Regular Option-Flexi Option,Other,skip
126722,IDFC FTP-S67 (729 Days)_Regular Plan_Growth,Other,ok
126738,Birla Sun Life Fixed Term Plan - Series JU (369 days) - Regular Plan-Growth,Other,skip
126746,Aditya Birla Sun Life Fixed Term Plan - Corporate Bond Series B (1168 days) - Regular Plan-Growth,Corporate Bond,ok
126749,SBI DEBT FUND SERIES - 366 DAYS - 51 REGULAR PLAN - GROWTH,Other,skip
126756,Axis Fixed Term Plan - Series 49 - Regular Plan - Growth,Other,ok
126765,HDFC FMP 1175D January 2014 (1) - Regular Option-Flexi Option,Other,skip
126766,HDFC FMP 1175D January 2014 (1) - Regular Option-Growth Option,Other,ok
126778,HDFC FMP 472D January 2014 (1) - Regular Option-Flexi Option,Other,ok
126779,HDFC FMP 472D January 2014 (1) - Regular Option-Growth Option,Other,ok
126783,UTI FTIF Series XVII -IX (466 DAYS)-Growth Option,Other,ok
126789,UTI FTIF Series XVII -IX (466 DAYS)-Maturity Div Option,Other,ok
126791,IDFC FTP S-69(728 Days)_Regular Plan_Growth,Other,ok
126804,ICICI Prudential Fixed Maturity Plan-Series 72-440 Days Plan L - Cumulative,Other,skip
126805,IDFC FTP S-70(1169 Days)_Regular Plan_Growth,Other,ok
126817,ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan K - Cumulative,Other,skip
126819,IDFC FTP S-71 (795 Days)_Regular Plan_Growth,Other,ok
126829,ICICI Prudential Fixed Maturity Plan-Series 72-785 Days Plan O - Cumulative,Other,skip
126836,Sundaram Fixed Term Plan EW Regular Plan Growth,Other,skip
126843,Sundaram Fixed Term Plan EX Regular Plan Growth,Other,ok
126846,Sundaram Select Micro Cap Series III - Regular Plan - Growth Option,Other,ok
126853,DWS FIXED MATURITY PLAN - SERIES 45 - REGULAR PLAN -GROWTH,Other,ok
126865,Religare Invesco Fixed Maturity Plan - Series 22 - Plan G (370 Days) - Regular Plan - Growth Option,Other,skip
126867,Pramerica Fixed Duration Fund - Series 17 - Regular Plan - Growth Option,Other,skip
126873,Kotak FMP Series 135 (455 Days) - Growth,Other,ok
126882,HDFC FMP 371D January 2014 (2) - Regular Option-Flexi Option,Other,skip
126883,HDFC FMP 371D January 2014 (2) - Regular Option-Growth Option,Other,ok
126888,HDFC FMP 90D January 2014 (1) - Regular Option - Growth Option,Other,skip
126889,Reliance Fixed Horizon Fund - XXV - Series 18 - Growth Option,Other,ok
126894,HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - Growth Option,Equity Savings,ok
126898,Reliance Dual Advantage Fixed Tenure Fund V - Plan A - Growth Option,Other,ok
126905,ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Cumulative,Other,skip
126911,Aditya Birla Sun Life Fixed Term Plan - Series JX (1530 days) - Regular Plan-Growth,Other,ok
126914,SBI DEBT FUND SERIES A - 2 REGULAR PLAN - GROWTH,Other,skip
126918,BOI AXA FIXED MATURITY PLAN SERIES 9 REGULAR PLAN GROWTH,Other,skip
126922,DWS FIXED MATURITY PLAN - SERIES 46 - REGULAR PLAN -GROWTH,Other,skip
126929,ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan M - Cumulative,Other,skip
126931,Reliance Fixed Horizon Fund - XXV - Series 19 - Growth Option,Other,ok
126935,Invesco India Fixed Maturity Plan - Series 22 - Plan H (427 Days) - Regular Plan - Growth Option,Other,ok
126939,UTI Banking & PSU Fund- Regular Plan - Growth Option,Sectoral - Banking,ok
126943,IDFC FTP - S72 (419 Days)_Regular Plan_Growth,Other,ok
126957,Axis Hybrid Fund Series 9 (1282 days) - Regular Plan - Growth,Other,ok
126962,Tata FMP Series 45 Scheme E- Plan A -Growth Option,Other,ok
126963,Tata FMP Series 46 Scheme L - Plan A -Growth Option,Other,ok
126968,Tata FMP Series 46 Scheme M - Plan A -Growth Option,Other,ok
126971,Tata FMP Series 46 Scheme N - Plan A -Growth Option,Other,ok
126976,Reliance Fixed Horizon Fund - XXV - Series 20 - Growth Option,Other,ok
126983,Aditya Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Regular Plan-Growth,Other,ok
126991,HDFC FMP 840D January 2014 (1) - Regular Option-Growth Option,Other,ok
126993,HDFC FMP 840D January 2014 (1) - Regular Option-Flexi Option,Other,skip
126998,LIC NOMURA MF FIXED MATURITY PLAN SERIES 75 - REGULAR PLAN - GROWTH,Other,skip
127004,DSP BlackRock FTP - Series 37 - 14M - (Maturity Date 27 April 2017) - Regular Plan - Growth Option,Other,ok
127008,HDFC FMP 453D February 2014 (1) - Regular Option-Flexi Option,Other,ok
127009,HDFC FMP 453D February 2014 (1) - Regular Option-Growth Option,Other,ok
127017,DSP BlackRock FMP - Series 145 - 12M - Regular Plan - Growth,Other,skip
127023,HDFC FMP 372D February 2014 (1) - Regular Option-Flexi Option,Other,ok
127026,HDFC FMP 372D February 2014 (1) - Regular Option-Growth Option,Other,ok
127027,Axis Fixed Term Plan - Series 50 (3 months) - Regular Plan - Growth,Other,skip
127032,ICICI Prudential Fixed Maturity Plan-Series 72-425 Days Plan N - Cumulative,Other,skip
127038,PEERLESS FMP SERIES 6- REGULAR- GROWTH,Other,skip
127039,Motilal Oswal Midcap Fund-Regular Plan-Growth Option,Mid Cap,ok
127045,IDFC FTP - S 73 (50 Days)_Regular Plan_Growth,Other,skip
127052,ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Cumulative,Other,skip
127057,Birla Sun Life Fixed Term Plan - Series JZ (368 days) - Regular Plan-Growth,Other,skip
127064,Aditya Birla Sun Life Fixed Term Plan - Series KA (1154 days) - Regular Plan-Growth,Other,ok
127066,Reliance Fixed Horizon Fund - XXV - Series 21 - Growth Option,Other,ok
127073,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth,Other,ok
127074,HDFC DEBT FUND FOR CANCER CURE 2014 - Regular Plan,Other,ok
127078,BOI AXA FIXED MATURITY PLAN SERIES 10 REGULAR PLAN GROWTH,Other,skip
127080,Reliance Fixed Horizon Fund - XXV - Series 22 - Growth Option,Other,ok
127088,DWS FIXED MATURITY PLAN - SERIES 48 - REGULAR PLAN -GROWTH,Other,skip
127095,DWS FIXED MATURITY PLAN - SERIES 47 - REGULAR PLAN -GROWTH,Other,ok
127102,Sundaram Fixed Term Plan EY Regular Plan Growth,Other,skip
127114,SBI DEBT FUND SERIES A - 3 REGULAR PLAN - GROWTH,Other,skip
127115,UTI FTIF Series XVII -X (1152 DAYS)-Growth Option,Other,ok
127121,UTI FTIF Series XVII -X (367 DAYS)-Maturity Div Option,Other,skip
127126,Kotak FMP Series 136 (376 Days) - Growth,Other,ok
127131,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Cumulative,Other,skip
127136,L&T FMP Series X - Plan H (1155 days) - Regular Plan - Growth Option,Other,ok
127146,DSP BlackRock FMP - Series 146 - 12M (Maturity Date 06-Jun-2017)  - Regular Plan - Growth,Other,ok
127151,JPMorgan India Government Securities Fund - Regular Plan - Growth Option,Other,ok
127165,IDFC FTP -S74(1169 Days) -Regular Plan_Growth,Other,ok
127173,JPMorgan India Fixed Maturity Plan - Series 30 - Regular Plan - Growth Option,Other,ok
127177,JPMorgan India Fixed Maturity Plan - Series 31 - Regular Plan - Growth Option,Other,skip
127183,IDBI Credit Risk Fund Growth Regular,Credit Risk,ok
127185,HSBC Fixed Term Series 105 - Growth Option,Other,ok
127200,IDBI FMP - Series IV - 368 Days (February 2014) - C Growth Regular,Other,skip
127205,HDFC FMP 369D February 2014 (1) - Regular Option-Flexi Option,Other,skip
127207,HDFC FMP 369D February 2014 (1) - Regular Option-Growth Option,Other,ok
127214,UTI FTIF Series XVII -XI (430 DAYS)-Maturity Div Option,Other,ok
127216,UTI FTIF Series XVII -XI (430 DAYS)-Growth Option,Other,ok
127224,HDFC FMP 447D February 2014 (1) - Regular Option-Flexi Option,Other,ok
127225,HDFC FMP 447D February 2014 (1) - Regular Option-Growth Option,Other,ok
127230,ICICI Prudential Fixed Maturity Plan-Series 72-1075 Days Plan Q - Cumulative,Other,skip
127233,ICICI Prudential Fixed Maturity Plan-Series 72-367 Days Plan R - Cumulative,Other,skip
127239,Reliance Fixed Horizon Fund - XXV - Series 23 - Growth Option,Other,ok
127246,Birla Sun Life Fixed Term Plan - Series KB (367 days) - Regular Plan-Growth,Other,skip
127254,DSP BlackRock FMP - Series 147 - 3M - Regular Plan - Growth,Other,skip
127255,Kotak FMP Series 137 (371 Days) - Growth,Other,ok
127261,ICICI Prudential Fixed Maturity Plan-Series 72-409 Days Plan S - Cumulative,Other,skip
127266,Reliance Fixed Horizon Fund - XXV - Series 24 - Growth Option,Other,ok
127268,Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Growth Option,Other,ok
127272,Axis Fixed Term Plan - Series 52 - Regular Plan - Growth,Other,ok
127279,Axis Fixed Term Plan - Series 53 (1150 Days) - Regular Plan - Growth,Other,ok
127291,Axis Fixed Term Plan - Series 55 (399 Days) - Regular Plan - Growth,Other,ok
127296,Tata FMP Series 46 Scheme T - Plan A -Growth Option,Other,ok
127300,Tata FMP Series 46 Scheme O - Plan A -Growth Option,Other,ok
127304,BNP Paribas Medium Term Fund - Growth Option,Medium Duration,ok
127319,BNP Paribas Medium Term Fund - Half Yearly Income Distribution cum Capital Withdrawal Option,Medium Duration,ok
127323,DWS FIXED MATURITY PLAN - SERIES 49 - REGULAR PLAN -GROWTH,Other,ok
127336,L&T FMP Series X - Plan K (91 days) - Regular Plan - Growth Option,Other,skip
127339,SBI DEBT FUND SERIES A - 4 REGULAR PLAN - GROWTH,Other,skip
127342,SBI DEBT FUND SERIES - 366 DAYS - 52 - REGULAR PLAN - GROWTH,Other,skip
127347,Aditya Birla Sun Life Fixed Term Plan - Series KC (1159 days) - Regular Plan-Growth,Other,ok
127352,ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan T - Cumulative,Other,skip
127359,Reliance Fixed Horizon Fund - XXV - Series 25 - Growth Option,Other,ok
127368,HDFC FMP 370D February 2014 (1) - Regular Option-Flexi Option,Other,skip
127369,HDFC FMP 370D February 2014 (1) - Regular Option-Growth Option,Other,ok
127371,HDFC FMP 371D February 2014 (1) - Regular Option-Growth Option,Other,ok
127378,HDFC FMP 371D February 2014 (1) - Regular Option-Flexi Option,Other,skip
127382,HDFC CPO - II - 36M February 2014 - Regular Option - Growth Option,Other,ok
127383,Kotak FMP Series 138 (370 Days) - Growth,Other,skip
127387,Kotak FMP Series 140 (1095 Days) - Growth,Other,ok
127398,Aditya Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Regular Plan-Growth,Other,ok
127400,Kotak FMP Series 141 (454 Days) - Growth,Other,ok
127404,Tata Dual Advantage Fund -Scheme B Plan A Growth,Other,ok
127411,BOI AXA FIXED MATURITY PLAN SERIES 11 REGULAR PLAN GROWTH,Other,skip
127412,Mirae Asset Fixed Maturity Plan-Series-I-368 Days-Regular Plan-Growth,Other,skip
127418,DWS FIXED MATURITY PLAN - SERIES 50 - REGULAR PLAN -GROWTH,Other,skip
127424,DWS Medium Term Income Fund- Regular Plan- Growth,Medium Duration,ok
127431,LIC NOMURA MF FIXED MATURITY PLAN SERIES 76 - REGULAR PLAN - GROWTH,Other,skip
127437,HDFC FMP 441D February 2014 (1) - Regular Option-Flexi Option,Other,ok
127438,HDFC FMP 441D February 2014 (1) - Regular Option-Growth Option,Other,ok
127440,Kotak FMP Series 139 (371 Days) - Growth,Other,skip
127452,UTI FTIF Series XVII - XII (1148 DAYS)-Growth Option,Other,ok
127459,DSP BlackRock FMP - Series 148 - 12M (Maturity Date 06-Jun-2017) - Regular Plan - Growth,Other,ok
127460,UTI FTIF Series XVII - XIII (369 DAYS)-Growth Option,Other,ok
127467,UTI FTIF Series XVII - XIII (369 DAYS)-Maturity Div Option,Other,ok
127475,DSP BlackRock FTP - Series 38 - 25M - Regular Plan - Growth Option (Maturity Date 17-Apr-2017),Other,ok
127477,Religare Invesco Fixed Maturity Plan - Series 22 - Plan K (367 Days) - Regular Plan - Growth Option,Other,skip
127480,Invesco India Fixed Maturity Plan - Series 22 - Plan L (14 Months) - Regular Plan - Growth Option,Other,ok
127489,Aditya Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Growth,Other,ok
127490,IDFC FTP S-75(1170 Days)_Regular Plan_Growth,Other,ok
127498,Tata FMP Series 46 Scheme P - Plan A -Growth Option,Other,ok
